firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years",Hyderābād,4,3.0,5.0,5.0,5.0,4.0,4.0,1,1,1,Great Place to work and learn,Great place to work and learn,Longer working hours impacting work-life balance,1,3
Deloitte,2021-02-08, Consultant,"Former Employee, more than 3 years",Hyderābād,2,1.0,2.0,4.0,2.0,3.0,1.0,3,2,3,Okay company to work.,"Salary good compared to infy,tcs ,capgemini and other such firms.","Long working hours, pay not par with the work they expect.",0,3
Deloitte,2021-02-08, Director,"Former Employee, more than 1 year",Melbourne,5,3.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Great company,Brilliant colleagues. Lots of room for career development.,Power struggles with partner group.,0,1
Deloitte,2021-02-08, SCCM Architect,"Current Employee, more than 5 years",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good company to work with.,Good company to work with,I cannot find any cons for this company.,1,5
Deloitte,2021-02-08, Senior Analyst,"Former Employee, more than 1 year",Bucharest,4,3.0,4.0,5.0,5.0,4.0,4.0,1,1,1,Too much overtime,"Salary, learning and advancement opportunities","Unpaid overtime, exhaustion, travel and OT",0,1
Deloitte,2021-02-08, Senior Analyst,"Former Employee, more than 1 year",Bucharest,4,3.0,4.0,5.0,5.0,4.0,4.0,1,1,1,Too much overtime,"Salary, learning and advancement opportunities","Unpaid overtime, exhaustion, travel and OT",0,1
Deloitte,2021-02-08, Senior Manager,"Current Employee, more than 3 years","Minneapolis, MN",4,4.0,4.0,4.0,5.0,4.0,5.0,1,1,1,Great Colleagues and challenging work,"Many of our colleagues are incredibly talented. They will push you to become better. The work is also challenging and rewarding. Once you get into the mid-level roles, you can start to focus in on ares that are of interest. At higher levels, you are able to own you career and grow into a true leader.","Some of our colleagues are workaholics and really push the WLB comfort. It can be tough to manage/work with those individuals, but the firm does a decent job of allowing you to manage your WLB.",1,3
Deloitte,2021-02-08, Tax Management Consultant,"Current Employee, more than 1 year","New York, NY",4,4.0,5.0,4.0,5.0,4.0,5.0,1,1,1,Great Place To Work!,"- Autonomy 
- Great team
- Supportive Environment",Not really a con but NETWORKING is a must in order to successfully navigate the group/role/projects/teams that are best suited for you and aligned with your career trajectory.,1,1
Deloitte,2021-02-09, Anonymous Employee,"Current Employee, more than 3 years","San Jose, CA",4,2.0,3.0,4.0,5.0,3.0,4.0,1,2,1,"Big Machine, Some Great People","Smart, ambitious people. Great exposure.","Larger than is personal at times, individual groups can be quite gossip-y.",1,3
Deloitte,2021-02-09, Anonymous Employee,"Former Employee, more than 1 year","Rosslyn, VA",1,1.0,1.0,1.0,2.0,4.0,1.0,3,2,3,Severe Understaffing and Unprofessional Treatment of Employees,"Benefits are great (although not the best in the industry), and they offer a 5 weeks of PTO as a new employee (but good luck taking it).","Exploitative work schedules due to severe understaffing. Leadership expects you to operate as a professional with a shoestring budget for staffing. They don't have nearly enough staff to do the basic functions of the job, but when you can't keep your work afloat in 70+ hour weeks, they tell you that you don't know how to prioritize or you aren't putting out *fill in the level* work. Leadership believes the way to resolve this is to have more happy hour and zoom chat activities which are attended by just a few. Employees are suffering with mental health issues and extreme exhaustion due to the pressure, long hours, and lack of balance. Deloitte doesn't like using ""work/life balance,"" trading that instead for ""work/life integration,"" because they want you to integrate your work into your personal time. Self preservation is frowned upon in action, but they'll tell you how important wellness is to the company. They tell you to take your PTO, but good luck trying to find someone to cover you when you're out. Management says all the right things while also saying all the wrong things. Because they talk out of both sides of their mouths, employees are left confused, gaslit, and invalidated. That's how they skirt any real accountability for their behavior.",0,1
Deloitte,2021-02-09, Assistant Manager,"Current Employee, more than 3 years",Hyderābād,5,5.0,5.0,4.0,4.0,3.0,4.0,1,1,1,Project Management,"Flexible work hour
Great work culture
Disconnect Holidays
Safety and Security
Brand Preferrence",Every corporate have internal politics,1,3
Deloitte,2021-02-09, Assistant Manager,"Current Employee, more than 5 years",Hyderābād,4,4.0,5.0,5.0,4.0,3.0,4.0,1,1,1,Deloitte career,"Work life balance,employee friendly,lots of oppurtunities to grow",Odd shifts to match different countires,1,5
Deloitte,2021-02-09, Assistant Manager,"Current Employee, more than 3 years",Hyderābād,5,5.0,5.0,4.0,4.0,3.0,4.0,1,1,1,Project Management,"Flexible work hour
Great work culture
Disconnect Holidays
Safety and Security
Brand Preferrence",Every corporate have internal politics,1,3
Deloitte,2021-02-09, Assistant Manager,"Current Employee, more than 3 years",Mumbai,5,4.0,4.0,5.0,5.0,4.0,5.0,1,1,1,One of the best Employer,"Great Culture
Understanding Team
Lot of Opportunity to Learn
Lot of Exposure to the Giant Entities/ Enterprises out there; the way they operate; the strategic alliance; etc...",Except for internal politics there's nothing else which could hold you back down.,1,3
Deloitte,2021-02-09, Audit Senior Associate,"Former Employee, less than 1 year",Mumbai,4,2.0,4.0,4.0,5.0,4.0,4.0,1,1,1,Good company to work and learn,Gives you a big 4 auditing and accounting tag,No work life balance is there,0,1
Deloitte,2021-02-09, Consultant,"Former Employee, more than 1 year",Lisbon,3,1.0,1.0,4.0,4.0,1.0,4.0,3,2,2,same same but different,career progression guaranteed / you can call it a safe job,"no freedom to think, you will be awsome on excel and ppt but that's it",0,1
Deloitte,2021-02-09, Consultant,"Former Employee, more than 3 years",Bangalore,3,1.0,2.0,4.0,5.0,2.0,1.0,1,1,1,Great place to start your career,Great place for expanding your network,"Work timings, Indian festival leaves",0,3
Deloitte,2021-02-09, Consultant,"Former Employee, less than 1 year",Bratislava,3,2.0,4.0,4.0,2.0,2.0,2.0,3,3,2,ok job for start,good working environment good colleagues,low salary no work life balance,0,1
Deloitte,2021-02-09, Deloitte Business Technology Analyst,"Former Employee, less than 1 year",Hyderābād,1,1.0,2.0,2.0,1.0,2.0,1.0,3,2,2,Bad place to work if you are in consulting unit.,Hikes. Gifts. Diversity of people.,No work-life balance. The quality of work is bad.,0,1
Deloitte,2021-02-09, Manager Consulting,"Former Employee, more than 3 years","New York, NY",4,1.0,4.0,4.0,3.0,5.0,2.0,3,2,2,Technology Consulting for clients was a grind and we had another full time job doing internal projects,Benefits such as generous leave,Work life non existent in tech Consulting,0,3
Deloitte,2021-02-09," Manager, Capital Markets","Current Employee, more than 1 year",Luxembourg,3,2.0,3.0,3.0,4.0,3.0,2.0,3,2,1,not the best job I had,"Big company, some side benefits",You will have to be on a defensive mode every day,1,1
Deloitte,2021-02-09, Project Manager,"Former Employee, more than 8 years","Los Angeles, CA",4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,A+,Good Management and goo work environment,"High Stress, very competitive, too much work",0,8
Deloitte,2021-02-09, Sales and Marketing Director,"Former Employee, more than 5 years","New York, NY",2,2.0,2.0,4.0,3.0,3.0,2.0,3,2,2,Culture & Salary,Culture like anywhere else is dependent on who or which group that you work for.,Individual producer environment despite the group inclusive publicity that the firm would like one to subscribe to.,0,5
Deloitte,2021-02-09, Senior Analyst,"Current Employee, more than 3 years",Tokyo,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Good company,Opportunity to work with lot of specialists,High-intensity work is required in this industry,1,3
Deloitte,2021-02-09, Senior Consultant,"Current Employee, more than 1 year","Dallas, TX",5,4.0,5.0,4.0,4.0,4.0,4.0,1,1,1,Great place to work,Great culture for a big firm!,None that I can think of,1,1
Deloitte,2021-02-09, Senior Consultant,"Current Employee, more than 5 years","Philadelphia, PA",5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great place to start a career out of school,"Big on networking, great learning & development opportunities, expansive # of clients = cool work","Very large firm, not the best compensation",1,5
Deloitte,2021-02-09, Senior Consultant,"Former Employee, more than 5 years",Barcelona,4,3.0,4.0,4.0,4.0,3.0,4.0,1,1,2,Good career opportunities,"Learning curve, team culture, international engagements","Long working hours, long projects",0,5
Deloitte,2021-02-09, Senior Consultant,"Current Employee, more than 8 years",Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Best work place,Latest technology and good work culture,Too much work load and long hour,1,8
Deloitte,2021-02-09, Senior Consultant,"Former Employee, more than 3 years",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Best in Big-4.,Best ever professional service experience.,Everything is just best & perfect,0,3
Deloitte,2021-02-09, Specialist Master,"Current Employee, more than 8 years","Dallas, TX",3,1.0,4.0,5.0,4.0,4.0,3.0,3,1,2,Great pay but no work life balance,Working with highly skilled co-workers,No work life balance. Very competitive.,1,8
Deloitte,2021-02-09, Specialist Master,"Current Employee, more than 8 years","Dallas, TX",3,1.0,4.0,5.0,4.0,4.0,3.0,3,1,2,Great pay but no work life balance,Working with highly skilled co-workers,No work life balance. Very competitive.,1,8
Deloitte,2021-02-10, Assistant Manager,"Former Employee, more than 5 years","Toronto, ON",4,2.0,2.0,4.0,4.0,2.0,4.0,1,2,2,AM,"culture, inclusive, perks, opportunities, independence","hours, timelines, milestones, senior management, competence of staff",0,5
Deloitte,2021-02-10, Associate Director,"Current Employee, more than 3 years",Bangalore,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Dream employer,Best platform to explore your interests and specialize in that with a sense of security and support from leadership,Fitment assessment into the role and culture takes time,1,3
Deloitte,2021-02-10, Audit Senior Assistant,"Former Employee, more than 1 year",Bangalore,1,1.0,1.0,1.0,1.0,3.0,1.0,3,3,3,Worst place to work in 2020,Just nothing best for a CA.,Worst place to start your Post qualification journey.,0,1
Deloitte,2021-02-10, Consultant,"Current Employee, more than 1 year",Hyderābād,4,3.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Consultant,Best place to work in agile projects. Good pay and vacation.,"No hike during pandemic, also cut in variable bonus. Basic pay for leave encashment.",1,1
Deloitte,2021-02-10, Consultant,"Current Employee, more than 1 year",Hyderābād,4,3.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Consultant,Best place to work in agile projects. Good pay and vacation.,"No hike during pandemic, also cut in variable bonus. Basic pay for leave encashment.",1,1
Deloitte,2021-02-10, Director,"Current Employee, more than 10 years","London, England, England",3,1.0,4.0,4.0,3.0,1.0,4.0,3,2,2,"Great clients, great team, poor firm",Working with some great clients on exciting projects. High calibre of colleagues.,Massive hours - 55-60 per week is standard. Woeful pay. We claim to be a Tier 1 firm but pay Tier 3 salaries. The bonus scheme is also very weak.,1,10
Deloitte,2021-02-10, Director,"Current Employee, more than 3 years",Mumbai,4,2.0,4.0,4.0,4.0,2.0,3.0,1,2,1,Employment,"Big four, great exposure, good work culture",Technical knowledge is not considered.,1,3
Deloitte,2021-02-10, Executive Coordinator,"Current Employee, more than 3 years","Dallas, TX",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great Job,Great company with amazing benefits,Don't have anything bad to say.,1,3
Deloitte,2021-02-10, Manager,"Current Employee, more than 1 year","London, England, England",3,3.0,3.0,4.0,2.0,4.0,3.0,1,2,1,Company culture,Inclusive and provides opportunities if you are able to stretch yourself,"Very competitive, high performance and political environment",1,1
Deloitte,2021-02-10, Manager,"Former Employee, more than 5 years","Costa Mesa, CA",3,2.0,4.0,4.0,5.0,3.0,4.0,1,1,1,Great experience can be overwhelming tho,Great pto at 6 weeks (for managers),Long hours and juggling multiple clients at the same time,0,5
Deloitte,2021-02-10, Manager,"Current Employee, more than 1 year","London, England, England",3,3.0,3.0,4.0,2.0,4.0,3.0,1,2,1,Company culture,Inclusive and provides opportunities if you are able to stretch yourself,"Very competitive, high performance and political environment",1,1
Deloitte,2021-02-10, Manager,"Former Employee, more than 5 years","Costa Mesa, CA",3,2.0,4.0,4.0,5.0,3.0,4.0,1,1,1,Great experience can be overwhelming tho,Great pto at 6 weeks (for managers),Long hours and juggling multiple clients at the same time,0,5
Deloitte,2021-02-10, Manager,"Former Employee, more than 5 years","Los Angeles, CA",5,3.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Excellent company for growth and learning,"People centric culture 
Guidance and career growth 
Opportunities",Work life balance may be not always achieved,0,5
Deloitte,2021-02-10, Project Manager,"Current Employee, more than 3 years","Arlington, VA",1,1.0,2.0,2.0,2.0,2.0,1.0,3,3,3,Body shop,Good brand to have on a CV,"Everyone is disposable. You need to hustle to find work internally, even after you’re hired.",1,3
Deloitte,2021-02-10, Registered Nurse,"Current Employee, more than 10 years","New Albany, IN",5,4.0,3.0,3.0,2.0,3.0,4.0,1,2,1,Great family atmosphere and camarderie,Family like environment where inclusion is important.,Limited advancement potential unless changing departments,1,10
